id,x,y
49005695,48.09036,11.638523
49001332,48.090396,11.556901
49001340,48.090396,11.556901
49001383,48.090396,11.556901
49001816,48.090396,11.556901
49008593,48.090397,11.563723
49000355,48.090407,11.613708
49000431,48.090407,11.613708
49005510,48.090407,11.613708
49003114,48.09046,11.561987
49007347,48.090476,11.641009
49004225,48.090534,11.532805
49001326,48.090534,11.640965
49000326,48.090544,11.556422
49006654,48.09058,11.533363
49001842,48.090687,11.633215
49002967,48.090696,11.531764
49004272,48.090696,11.531764
49000309,48.090826,11.533218
49001526,48.090832,11.532878
49001829,48.090832,11.532878
49002948,48.090832,11.532878
49002953,48.090832,11.532878
49004112,48.090832,11.532878
49004267,48.090832,11.532878
49007228,48.090832,11.532878
49005719,48.090876,11.660774
49005565,48.090881,11.627484
49005119,48.090894,11.538781
49004023,48.090954,11.544878
49001943,48.090982,11.497755
49001899,48.091042,11.631188
49001589,48.091143,11.490881
49005013,48.091155,11.595754
49005300,48.091155,11.595754
49001302,48.09124,11.573354
49007227,48.091256,11.563412
49005009,48.091295,11.597786
49005012,48.091295,11.597786
49005280,48.091355,11.659433
49005625,48.091447,11.543735
49005052,48.091596,11.574192
49003991,48.091605,11.561798
49007207,48.091702,11.533609
49007535,48.091731,11.79235
49005062,48.091733,11.579528
49000279,48.09179,11.539124
49001337,48.091898,11.652567
49008462,48.091913,11.566682
49005664,48.091959,11.616671
49005369,48.091997,11.651106
49002504,48.092001,11.535301
49005232,48.092032,11.559942
49005260,48.092032,11.559942
49005261,48.092032,11.559942
49005462,48.092032,11.559942
49008481,48.092043,11.567237
49000633,48.092225,11.524072
49007179,48.092232,11.539207
49006662,48.092242,11.535566
49005775,48.092415,11.648658
49000626,48.092508,11.534476
49002825,48.092564,11.531051
49008273,48.092564,11.531051
49004972,48.092653,11.601384
49000167,48.092714,11.472566
49007997,48.092723,11.535758
49007238,48.092904,11.522321
49004364,48.092948,11.528574
49002217,48.092952,11.506976
49005366,48.092995,11.645298
49002772,48.092996,11.506923
49006718,48.093048,11.53252
49005023,48.093118,11.592111
49000049,48.093147,11.532653
49000460,48.093147,11.532653
49000435,48.09315,11.50136
49006655,48.093199,11.535745
49008351,48.093204,11.569842
49003968,48.093258,11.640364
49005611,48.093286,11.540265
49000898,48.093294,11.590922
49002262,48.093303,11.54032
49005088,48.093366,11.59103
49002334,48.09346,11.535965
49001561,48.093482,11.567927
49001562,48.093482,11.567927
49001633,48.093482,11.567927
49001648,48.093482,11.567927
49005570,48.093498,11.628044
49001876,48.093515,11.641993
49001576,48.093658,11.566569
49005021,48.09366,11.628416
49007739,48.09373,11.63056
49000294,48.093733,11.540928
49003288,48.093776,11.633053
49005551,48.093776,11.645501
49003275,48.093795,11.632873
49008069,48.093819,11.640727
49003245,48.09387,11.633007
49001327,48.093875,11.630438
49001821,48.093885,11.604657
49003306,48.093887,11.530632
49005746,48.093897,11.654305
49003292,48.093987,11.63198
49002069,48.093991,11.631616
49005175,48.094025,11.59516
49001607,48.094106,11.607587
49001905,48.094106,11.630677
49000434,48.094129,11.478681
49003961,48.094345,11.629089
49001939,48.094411,11.587571
49005696,48.094446,11.65338
49005722,48.094446,11.65338
49005734,48.094446,11.65338
49005754,48.094446,11.65338
49006658,48.094471,11.53971
49001516,48.094497,11.498142
49001761,48.094497,11.498142
49005408,48.09454,11.516341
49006979,48.09454,11.516341
49000422,48.094563,11.501161
49001619,48.094563,11.501161
49001535,48.094575,11.498151
49001304,48.094596,11.573162
49005665,48.094612,11.653914
49005118,48.094613,11.567991
49001984,48.094703,11.632997
49005747,48.094753,11.65238
49005105,48.09484,11.567753
49000644,48.094843,11.479197
49001657,48.094852,11.497646
49000143,48.094862,11.497692
49001528,48.094862,11.497692
49001551,48.094862,11.497692
49001659,48.094862,11.497692
49001578,48.094865,11.652035
49005038,48.094865,11.652035
49002099,48.094931,11.479369
49007757,48.094984,11.53861
49000632,48.09502,11.498041
49000648,48.09502,11.498041
49001518,48.09502,11.498041
49001644,48.09502,11.498041
49004154,48.09503,11.538585
49000293,48.095046,11.497959
49001514,48.095046,11.497959
49005666,48.095095,11.650303
49005615,48.095108,11.54301
49005677,48.095119,11.542876
49005636,48.095153,11.542858
49005679,48.095153,11.542858
49002681,48.095156,11.546376
49001605,48.095182,11.499848
49003359,48.095211,11.538841
49001653,48.095226,11.497928
49001954,48.095246,11.51284
49000048,48.095296,11.572997
49001339,48.095296,11.572997
49001763,48.095296,11.572997
49001768,48.095296,11.572997
49001321,48.095423,11.598206
49000429,48.095504,11.496355
49000387,48.095539,11.533082
49001287,48.095539,11.533082
49001554,48.095539,11.533082
49002630,48.095539,11.533082
49003028,48.095539,11.533082
49005547,48.095539,11.533082
49007960,48.095539,11.533082
49004992,48.095556,11.645416
49001536,48.095575,11.538798
49007412,48.095607,11.643313
49005598,48.095608,11.643174
49000911,48.095654,11.642817
49001313,48.095654,11.642817
49005729,48.095789,11.654272
49002726,48.095809,11.533494
49001909,48.09582,11.654063
49005075,48.095952,11.563398
49001350,48.096172,11.581708
49000758,48.096182,11.527807
49001359,48.096216,11.655956
49001926,48.096239,11.625549
49002452,48.096239,11.625549
49005723,48.096239,11.625549
49005164,48.096296,11.580609
49007320,48.096297,11.647383
49005103,48.096298,11.580581
49005276,48.096308,11.58059
49005692,48.096314,11.628651
49000194,48.09636,11.57764
49005085,48.096377,11.580555
49001620,48.096385,11.605793
49004604,48.096411,11.527964
49005918,48.096498,11.628903
49004999,48.096502,11.568934
49003983,48.096547,11.543871
49008835,48.096547,11.543871
49008937,48.096598,11.626215
49005227,48.096619,11.585777
49003954,48.096657,11.627578
49005017,48.096693,11.628376
49005744,48.096693,11.628376
49000122,48.096707,11.574386
49001663,48.096707,11.574386
49004984,48.096779,11.627538
49001980,48.096809,11.634903
49004980,48.096809,11.634903
49008335,48.096854,11.591871
49000345,48.096906,11.583239
49004477,48.096937,11.507649
49005599,48.096941,11.646799
49003343,48.097036,11.513771
49001881,48.097055,11.513981
49005552,48.09711,11.646485
49005575,48.09711,11.646485
49005600,48.09711,11.646485
49002786,48.097236,11.507523
49001583,48.097296,11.52678
49005172,48.097394,11.558392
49005192,48.097424,11.5811
49005663,48.097434,11.649338
49001642,48.097484,11.607302
49002800,48.097497,11.507816
49005180,48.097568,11.581294
49000069,48.09757,11.505841
49002935,48.097571,11.652662
49003965,48.097582,11.644398
49001681,48.097675,11.58107
49001882,48.097687,11.58111
49008293,48.097817,11.537943
49000090,48.097842,11.537786
49007053,48.097967,11.529518
49005278,48.098021,11.568715
49001738,48.098054,11.582454
49005104,48.098076,11.582894
49000677,48.09808,11.508783
49008331,48.098211,11.533441
49007816,48.098214,11.536895
49005156,48.09822,11.655368
49005060,48.098471,11.587882
49000903,48.098516,11.52414
49001973,48.098541,11.644682
49001296,48.09858,11.565871
49005098,48.09865,11.575023
49005099,48.09865,11.575023
49001328,48.098746,11.6311
49004993,48.09882,11.655929
49005587,48.098823,11.648098
49001807,48.098878,11.644929
49008368,48.098891,11.559676
49008333,48.098902,11.559813
49003986,48.098991,11.655975
49005745,48.099073,11.644752
49004227,48.099076,11.541096
49000916,48.099174,11.65059
49001505,48.099177,11.53352
49003980,48.099201,11.650589
49005718,48.099216,11.645525
49005195,48.099269,11.559485
49000767,48.099329,11.520325
49008348,48.099356,11.587859
49008312,48.099363,11.559925
49000380,48.099426,11.533459
49003289,48.099488,11.523334
49000885,48.099494,11.533493
49005694,48.099494,11.645653
49005753,48.099553,11.630298
49001594,48.099668,11.608704
49001609,48.099668,11.608704
49005688,48.099735,11.630939
49005690,48.099735,11.630939
49005651,48.099757,11.521971
49005597,48.099809,11.645861
49005523,48.099841,11.542579
49008822,48.099841,11.542579
49005240,48.099855,11.645349
49005725,48.099858,11.626372
49005757,48.099862,11.645782
49001958,48.099894,11.650735
49001871,48.099984,11.657554
49001978,48.100067,11.645896
49005731,48.100067,11.645896
49005749,48.100067,11.645896
49005750,48.100067,11.645896
49004327,48.100073,11.580436
49004986,48.100075,11.58523
49002325,48.100145,11.544613
49001684,48.100153,11.58625
49001755,48.100153,11.58625
49002228,48.100153,11.58625
49004101,48.10021,11.548026
49007132,48.100218,11.536394
49003338,48.100229,11.510367
49002975,48.10026,11.536305
49005519,48.100273,11.634903
49005758,48.100275,11.646076
49002590,48.100298,11.657883
49005708,48.100304,11.641169
49000451,48.100345,11.49895
49001759,48.100354,11.587505
49000278,48.10036,11.504255
49004969,48.100394,11.585075
49005054,48.100406,11.587732
49001748,48.10042,11.587859
49004861,48.100613,11.550828
49008227,48.100619,11.551457
49002376,48.100619,11.649622
49001919,48.100623,11.529581
49005608,48.100634,11.636984
49004209,48.100675,11.588648
49007350,48.100711,11.558879
49002685,48.100716,11.672638
49001921,48.100745,11.646603
49007304,48.10078,11.630511
49008344,48.100847,11.571201
49003396,48.100852,11.520082
49005279,48.100901,11.638196
49005588,48.100901,11.638196
49004102,48.100903,11.546666
49000468,48.100927,11.499341
49005592,48.10093,11.637495
49005705,48.100973,11.6263
49005668,48.100977,11.645984
49005748,48.100977,11.645984
49002252,48.100982,11.521998
49000297,48.100983,11.547578
49001797,48.101041,11.590407
49005659,48.101044,11.625926
49000050,48.101057,11.546588
49000591,48.101057,11.546588
49003463,48.101057,11.546588
49003982,48.101065,11.547925
49001295,48.101098,11.590406
49005618,48.101115,11.626537
49001346,48.10117,11.54661
49001866,48.101195,11.546348
49005605,48.101253,11.625917
49005726,48.101257,11.636916
49005596,48.101266,11.63689
49005530,48.101278,11.636883
49003347,48.101283,11.522122
49004214,48.101292,11.547413
49005416,48.101309,11.556941
49008345,48.101309,11.556941
49000166,48.101312,11.590157
49001538,48.10132,11.581891
49005067,48.10132,11.581891
49005189,48.10132,11.581891
49005016,48.10134,11.640965
49005159,48.101345,11.644347
49000285,48.101348,11.591165
49005548,48.101378,11.638162
49005550,48.101378,11.638162
49005593,48.101378,11.638162
49000288,48.101399,11.590302
49001306,48.101399,11.590302
49005066,48.101482,11.572195
49005102,48.101482,11.572195
49005146,48.101482,11.572195
49000608,48.101512,11.559357
49005230,48.101517,11.649873
49000424,48.101523,11.644255
49005053,48.101523,11.644255
49005101,48.101523,11.644255
49005008,48.101558,11.54657
49007440,48.101558,11.54657
49008042,48.101616,11.646474
49005065,48.101618,11.570698
49005032,48.101651,11.644139
49007839,48.101694,11.56044
49008244,48.101694,11.56044
49005657,48.101847,11.618406
49005187,48.101886,11.59759
49000196,48.101986,11.594554
49007141,48.101993,11.543158
49001740,48.102119,11.594904
49001668,48.102148,11.576313
49005220,48.102265,11.634311
49005676,48.102318,11.604758
49005645,48.102344,11.630454
49001349,48.102355,11.581967
49004011,48.102584,11.55775
49007281,48.102585,11.521717
49008359,48.102587,11.572633
49005027,48.102689,11.626318
49000634,48.102719,11.521955
49004309,48.102723,11.604447
49001708,48.102958,11.597304
49005205,48.102991,11.544884
49005169,48.103004,11.533137
49000330,48.103028,11.545962
49001998,48.103028,11.545962
49002723,48.103028,11.545962
49004967,48.103028,11.545962
49008075,48.103028,11.545962
49005528,48.103029,11.625884
49002315,48.103053,11.597291
49001762,48.10325,11.582324
49008011,48.103264,11.659062
49005514,48.103304,11.625452
49004313,48.103335,11.630672
49001275,48.103343,11.429511
49000298,48.103361,11.541725
49004012,48.103361,11.541725
49004155,48.103361,11.541725
49001907,48.103452,11.655589
49005299,48.103452,11.655589
49008264,48.103569,11.593952
49007764,48.103595,11.660813
49001947,48.103607,11.545934
49005072,48.103677,11.578981
49008347,48.103677,11.578981
49005076,48.103687,11.581385
49002407,48.103689,11.549794
49000484,48.103719,11.546033
49005115,48.103719,11.546033
49005544,48.103731,11.62503
49005654,48.10378,11.551068
49003572,48.103898,11.554709
49005109,48.10391,11.561531
49003299,48.103988,11.539716
49001556,48.104022,11.483432
49001320,48.104138,11.603348
49003973,48.104247,11.633719
49008204,48.104247,11.633719
49003339,48.104352,11.517448
49003368,48.104352,11.517448
49000131,48.104433,11.604604
49000276,48.104433,11.604604
49001751,48.104433,11.604604
49004242,48.104477,11.581382
49001329,48.104636,11.560685
49005096,48.104636,11.560685
49001512,48.104699,11.570069
49004510,48.104785,11.555786
49003381,48.104833,11.51853
49000592,48.104849,11.60102
49002241,48.104899,11.553216
49005577,48.105101,11.600858
49003281,48.105116,11.517805
49003295,48.105116,11.517805
49003402,48.105116,11.517805
49000673,48.105137,11.504263
49008902,48.105184,11.546012
49008370,48.105197,11.572941
49008171,48.105337,11.602878
49005275,48.10534,11.57048
49008095,48.105404,11.657768
49005534,48.105514,11.622132
49005743,48.105514,11.622132
49005678,48.105562,11.603666
49007971,48.105697,11.567567
49008535,48.105697,11.567567
49003301,48.105806,11.543212
49003393,48.105893,11.503776
49005212,48.105996,11.576718
49006865,48.106002,11.556852
49008271,48.106113,11.571533
49003390,48.106257,11.506917
49005736,48.106448,11.655444
49002661,48.106516,11.522702
49000290,48.106523,11.472317
49004466,48.106583,11.59169
49008130,48.106691,11.635437
49008633,48.106693,11.604255
49007689,48.106696,11.505331
49001303,48.106808,11.586323
49005721,48.106908,11.620595
49000299,48.106918,11.454116
49005218,48.10694,11.638972
49008291,48.107049,11.576266
49008342,48.107049,11.576266
49008597,48.107049,11.576266
49002278,48.107085,11.645177
49005198,48.107085,11.645177
49001532,48.107144,11.477237
49001911,48.10716,11.658439
49005740,48.10716,11.658439
49005087,48.10718,11.583129
49007733,48.107217,11.662816
49005094,48.107447,11.582974
49000295,48.107464,11.477298
49005068,48.107465,11.584876
49001318,48.107532,11.634681
49008093,48.107557,11.658466
49007522,48.107562,11.599508
49003270,48.107576,11.50825
49003394,48.107577,11.508049
49008306,48.107595,11.577273
49004771,48.107605,11.552573
49003361,48.107621,11.533859
49007693,48.107688,11.581822
49008517,48.1077,11.633216
49008259,48.107708,11.623329
49008585,48.107708,11.623329
49005509,48.107774,11.641239
49005126,48.107793,11.655991
49002556,48.107818,11.552116
49008269,48.107842,11.576912
49007975,48.107922,11.533368
49005219,48.107922,11.566392
49008538,48.108013,11.576925
49001637,48.108053,11.604331
49008063,48.108072,11.507998
49007124,48.108204,11.575045
49008440,48.108204,11.575045
49007703,48.108297,11.508061
49008234,48.10834,11.575643
49000319,48.108387,11.460179
49000239,48.108425,11.47242
49000665,48.108425,11.47242
49000859,48.108425,11.47242
49003345,48.108453,11.491724
49004245,48.108464,11.603422
49001297,48.108481,11.66338
49005106,48.108543,11.551155
49001291,48.108583,11.675268
49007308,48.108583,11.675268
49007486,48.108583,11.675268
49004379,48.108653,11.604797
49004436,48.108678,11.604897
49005631,48.108688,11.550829
49008050,48.108801,11.633962
49002572,48.108814,11.699583
49005136,48.108876,11.551159
49007678,48.108947,11.607955
49008029,48.108947,11.607955
49005116,48.10897,11.551144
49005173,48.10897,11.551144
49005411,48.10897,11.551144
49005553,48.109024,11.647333
49003399,48.109084,11.536871
49004439,48.109112,11.588525
49005089,48.109151,11.551161
49005165,48.109169,11.551333
49004777,48.10922,11.546782
49007327,48.10922,11.638329
49005732,48.109275,11.638867
49006987,48.109286,11.596181
49004000,48.109315,11.584228
49001631,48.109325,11.474705
49005056,48.109357,11.623667
49007725,48.109357,11.623667
49005170,48.109375,11.618378
49002852,48.109419,11.503854
49006986,48.109534,11.55807
49003352,48.109598,11.539566
49000308,48.109917,11.551918
49003253,48.109958,11.538292
49003429,48.109958,11.538292
49004360,48.109983,11.550095
49005151,48.110022,11.643008
49005120,48.110156,11.575111
49000425,48.110202,11.453001
49002471,48.110202,11.453001
49007675,48.110221,11.638807
49004289,48.110438,11.599203
49001519,48.110447,11.58553
49000267,48.110453,11.597762
49001547,48.110525,11.490886
49001511,48.110565,11.585623
49001776,48.110565,11.585623
49008842,48.110574,11.649926
49008247,48.11072,11.587675
49000692,48.110776,11.594928
49004244,48.110904,11.591803
49007434,48.110935,11.658213
49005358,48.110959,11.661427
49005078,48.111093,11.580008
49004201,48.111172,11.594815
49004662,48.111244,11.591174
49006882,48.111244,11.591174
49002524,48.111278,11.625697
49008173,48.111329,11.597231
49008198,48.111331,11.63025
49002290,48.11141,11.460681
49005467,48.11142,11.596899
49001591,48.111428,11.492134
49005580,48.111437,11.575864
49007684,48.111445,11.59438
49001553,48.111486,11.491969
49000636,48.11151,11.568967
49001764,48.111511,11.581804
49005380,48.111512,11.569531
49007034,48.111514,11.534845
49005298,48.111515,11.594204
49001208,48.111552,11.580339
49002080,48.111569,11.528745
49002255,48.111602,11.569279
49007510,48.111619,11.70956
49008267,48.111693,11.589779
49008298,48.111693,11.589779
49005385,48.111715,11.582272
49000452,48.111757,11.548228
49002955,48.111757,11.548228
49001357,48.11189,11.569563
49002318,48.11189,11.569563
49005167,48.11189,11.569563
49008327,48.11189,11.569563
49003426,48.111906,11.586241
49008805,48.111908,11.586434
49007354,48.111912,11.666023
49004867,48.11192,11.571324
49003354,48.11193,11.538004
49000398,48.111932,11.570894
49007358,48.111992,11.55919
49003457,48.112009,11.586399
49006888,48.112041,11.549765
49000587,48.112067,11.548446
49000724,48.112067,11.548446
49007708,48.112084,11.502488
49008087,48.112084,11.502488
49001743,48.112084,11.631526
49003278,48.112191,11.501898
49007664,48.112192,11.58753
49008153,48.112213,11.553248
49008960,48.112213,11.553248
49004467,48.112228,11.617085
49000318,48.112237,11.453534
49003495,48.11224,11.585408
49003474,48.112255,11.473679
49008066,48.11228,11.499895
49008254,48.112281,11.549579
49000649,48.112363,11.543208
49008277,48.112378,11.588012
49003307,48.112417,11.507514
49003311,48.112417,11.507514
49007669,48.112417,11.507514
49007761,48.112417,11.507514
49007794,48.112417,11.507514
49008061,48.112417,11.507514
49008977,48.112493,11.657805
49003499,48.112494,11.585238
49007114,48.112513,11.670834
49003305,48.11252,11.507422
49003315,48.11252,11.507422
49008024,48.11252,11.507422
49008058,48.11252,11.507422
49008059,48.11252,11.507422
49004445,48.112561,11.54892
49004492,48.112561,11.554237
49003430,48.112577,11.548538
49001534,48.112607,11.506297
49005229,48.112612,11.579593
49005235,48.112612,11.579593
49001794,48.112613,11.558601
49008085,48.112626,11.468783
49001728,48.112654,11.492317
49003444,48.112679,11.585415
49001613,48.112698,11.489849
49001020,48.112743,11.469873
49005342,48.112753,11.597532
49005421,48.112776,11.592797
49005504,48.112776,11.592797
49003376,48.112778,11.473749
49005304,48.112929,11.587643
49004954,48.112946,11.579565
49004966,48.112946,11.579565
49004985,48.112946,11.579565
49008621,48.113064,11.490727
49001658,48.113068,11.490427
49000650,48.113087,11.591322
49003175,48.113106,11.576741
49003458,48.113106,11.576741
49003655,48.113106,11.576741
49001612,48.113182,11.489953
49008028,48.113189,11.623744
49007105,48.113299,11.666412
49008372,48.113356,11.593037
49000655,48.113403,11.477965
49003246,48.113403,11.477965
49003397,48.113403,11.477965
49004219,48.113442,11.589198
49004135,48.113445,11.662153
49003375,48.11346,11.502582
49007276,48.11346,11.502582
49003434,48.113522,11.576612
49003452,48.113522,11.576612
49002384,48.113539,11.57811
49003226,48.113543,11.576447
49003456,48.113543,11.576447
49003466,48.113543,11.576447
49005374,48.113547,11.569027
49001616,48.113587,11.465092
49007294,48.113709,11.666627
49007463,48.113709,11.666627
49000646,48.113717,11.571718
49002829,48.113717,11.571718
49005521,48.113717,11.571718
49007068,48.11373,11.671764
49007763,48.113756,11.4767
49007288,48.11376,11.62281
49003099,48.113765,11.57764
49002313,48.1138,11.570229
49004443,48.113814,11.587913
49007349,48.113838,11.664598
49008145,48.113856,11.651263
49007313,48.113895,11.663451
49007737,48.113905,11.597101
49002796,48.113948,11.584137
49003370,48.113961,11.477101
49003180,48.113983,11.576761
49000164,48.113991,11.517336
49000138,48.114051,11.59576
49007307,48.11407,11.660677
49007685,48.114123,11.476651
49004430,48.11414,11.587457
49007309,48.114142,11.663189
49000265,48.114171,11.539055
49007730,48.114185,11.50227
49007302,48.114193,11.663728
49003459,48.114238,11.53559
49000245,48.114251,11.608145
49008176,48.114258,11.624796
49004423,48.114276,11.588072
49004973,48.114347,11.582232
49000324,48.11437,11.539076
